title;budget;runtime;release_year;is_us_production;genre_Action;genre_Adventure;genre_Animation;genre_Comedy;genre_Crime;genre_Documentary;genre_Drama;genre_Family;genre_Fantasy;genre_Foreign;genre_History;genre_Horror;genre_Music;genre_Mystery;genre_Romance;genre_Science_Fiction;genre_TV_Movie;genre_Thriller;genre_War;genre_Western;popularity
Money Monster;27000000;98.0;2016.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;38.279458
The 51st State;28;93.0;2001.0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9.670031
Mindhunters;27000000;106.0;2004.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;17.193659
What Just Happened;25000000;104.0;2008.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8.31653
Paul Blart: Mall Cop;26000000;91.0;2009.0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31.250383
Freaky Friday;26000000;97.0;2003.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.345651
The 40 Year Old Virgin;26000000;116.0;2005.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;38.473732
Shakespeare in Love;25000000;122.0;1998.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;31.792964
A Walk Among the Tombstones;28000000;113.0;2014.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;61.309619
Kindergarten Cop;15000000;111.0;1990.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.411154
Pineapple Express;27000000;111.0;2008.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.832392
Ever After: A Cinderella Story;26000000;121.0;1998.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;21.988861
Open Range;22000000;139.0;2003.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19.068175
Flatliners;26000000;115.0;1990.0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;24.114459
A Bridge Too Far;22000000;175.0;1977.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;20.256571
Red Eye;26000000;85.0;2005.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;8.802626
Final Destination 2;26000000;90.0;2003.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;37.355826
O Brother, Where Art Thou?;26000000;106.0;2000.0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.742009
Legion;26000000;100.0;2010.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;30.981604
Pain & Gain;25000000;130.0;2013.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;31.893932
Clockstoppers;26000000;94.0;2002.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;5.894163
Silverado;26000000;127.0;1985.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10.981038
Brothers;26000000;104.0;2009.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;22.07638
Agent Cody Banks 2: Destination London;26000000;100.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.925618
New Year's Eve;56000000;118.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21.219292
Original Sin;42000000;118.0;2001.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;14.831402
The Raven;26000000;111.0;2012.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;22.520842
Welcome to Mooseport;30000000;110.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.314094
Highlander: The Final Dimension;26000000;99.0;1994.0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;7.964451
Blood and Wine;26000000;101.0;1996.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1.492056
Snow White: A Tale of Terror;26000000;100.0;1997.0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;4.810621
Accidental Love;26000000;100.0;2015.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5.644844
Flipper;25530000;95.0;1996.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4.475007
Self/less;26000000;116.0;2015.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;66.097437
The Constant Gardener;25000000;129.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;20.679652
The Passion of the Christ;30000000;127.0;2004.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;38.171417
Mrs. Doubtfire;25000000;125.0;1993.0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;30.884535
Rain Man;25000000;133.0;1988.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49.510658
Gran Torino;33000000;116.0;2008.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.7453
W.;25100000;131.0;2008.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;10.445391
Taken;25000000;93.0;2008.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;80.879032
The Best of Me;26000000;117.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;33.93914
The Bodyguard;25000000;129.0;1992.0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;26.576385
Schindler's List;22000000;195.0;1993.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;104.469351
The Help;25000000;146.0;2011.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;42.191509
The Fifth Estate;28000000;128.0;2013.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;20.267062
Forbidden Kingdom;26000000;127.0;2014.0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;7.182761
Freddy vs. Jason;30000000;97.0;2003.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;26.69592
Jimmy Neutron: Boy Genius;25000000;83.0;2001.0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;12.739721
Cloverfield;25000000;85.0;2008.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;46.942396
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;25000000;88.0;1991.0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;15.505137
The Untouchables;25000000;119.0;1987.0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;38.272889
No Country for Old Men;25000000;122.0;2007.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;53.645267
Ride Along;25000000;99.0;2014.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.468
Bridget Jones's Diary;25000000;97.0;2001.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;35.310712
Chocolat;25000000;121.0;2000.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;28.727731
Legally Blonde 2: Red, White & Blonde;45000000;95.0;2003.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.340616
Parental Guidance;25000000;104.0;2012.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.604911
No Strings Attached;25000000;107.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;38.688822
Tombstone;25000000;130.0;1993.0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;30.537845
Romeo Must Die;25000000;115.0;2000.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;19.750059
The Omen;2800000;111.0;1976.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;25.939385
Final Destination 3;25000000;93.0;2006.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;31.64341
The Lucky One;25000000;101.0;2012.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;26.811541
Bridge to Terabithia;60000000;96.0;2007.0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;40.646102
Finding Neverland;25000000;106.0;2004.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34.160448
The Grey;25000000;117.0;2012.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;48.552871
Hide and Seek;25000000;101.0;2005.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;18.228538
Anchorman: The Legend of Ron Burgundy;26000000;94.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.342744
GoodFellas;25000000;145.0;1990.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;63.654244
Agent Cody Banks;28000000;102.0;2003.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.859396
Nanny McPhee;25000000;97.0;2005.0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;24.356483
Scarface;25000000;170.0;1983.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;70.105981
Nothing to Lose;25000000;97.0;1997.0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.618208
The Last Emperor;23000000;163.0;1987.0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;21.189028
Contraband;25000000;109.0;2012.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;31.364901
There Will Be Blood;25000000;158.0;2007.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;37.817905
The Wild Thornberrys Movie;35000000;85.0;2002.0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5.784661
Undercover Brother;25000000;86.0;2002.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.086083
The Sisterhood of the Traveling Pants;25000000;119.0;2005.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17.17372
Kiss of the Dragon;25000000;98.0;2001.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16.936576
The House Bunny;25000000;97.0;2008.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;25.838073
Beauty Shop;25000000;105.0;2005.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5.625632
Million Dollar Arm;25000000;124.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17.312433
The Giver;25000000;94.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;53.811461
Jeepers Creepers 2;17000000;104.0;2003.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;19.045146
Good Luck Chuck;25000000;101.0;2007.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;21.729434
Cradle 2 the Grave;25000000;101.0;2003.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12.837116
The Hours;25000000;114.0;2002.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20.953265
She's the Man;20000000;105.0;2006.0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;10.81439
Mr. Bean's Holiday;25000000;90.0;2007.0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;27.683874
Anacondas: The Hunt for the Blood Orchid;20000000;97.0;2004.0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;9.855474
Blood Ties;25500000;128.0;2013.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;12.756344
August Rush;25000000;114.0;2007.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29.533437
Elizabeth;30000000;124.0;1998.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;14.179538
Bride of Chucky;25000000;89.0;1998.0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14.340095
Tora! Tora! Tora!;25485000;144.0;1970.0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;9.795985
Spice World;25000000;93.0;1997.0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;6.889437
The Sitter;25000000;81.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.428994
The Shawshank Redemption;25000000;142.0;1994.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;136.747729
Crocodile Dundee in Los Angeles;21150000;92.0;2001.0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.081772
Kingpin;27000000;113.0;1996.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.329269
The Gambler;25000000;111.0;2014.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;22.622453
August: Osage County;25000000;121.0;2013.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20.561682
Ice Princess;25000000;98.0;2005.0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;13.288177
A Lot Like Love;30000000;107.0;2005.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.212552
Eddie the Eagle;23000000;106.0;2016.0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;29.365851
He Got Game;25000000;136.0;1998.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.232599
Don Juan DeMarco;25000000;97.0;1994.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;8.870614
Dear John;25000000;115.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;19.402816
The Losers;25000000;97.0;2010.0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;24.903418
Don't Be Afraid of the Dark;25000000;99.0;2010.0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;14.562197
War;25000000;103.0;2007.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18.896239
Punch-Drunk Love;25000000;95.0;2002.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;15.960916
EuroTrip;25000000;93.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.848003
Half Past Dead;13000000;98.0;2002.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6.337063
Unaccompanied Minors;26000000;90.0;2006.0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10.006282
The Greatest Game Ever Played;25000000;120.0;2005.0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7.538513
The Box;30000000;115.0;2009.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;21.606001
The Ruins;8000000;91.0;2008.0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;13.715715
The Next Best Thing;25000000;108.0;2000.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.707511
My Soul to Take;25000000;107.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;7.001176
The Girl Next Door;25000000;108.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.784026
Maximum Risk;25000000;100.0;1996.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10.115011
Legend;25000000;131.0;2015.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32.854557
Shark Night;28000000;91.0;2011.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;8.363702
Angela's Ashes;25;145.0;1999.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.88794
Draft Day;25000000;109.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14.17009
Lifeforce;25000000;116.0;1985.0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;12.18362
The Conspirator;25000000;122.0;2010.0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;9.169271
Lords of Dogtown;25000000;107.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8.127728
The 33;25000000;120.0;2015.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;10.699952
Big Trouble in Little China;25000000;99.0;1986.0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;29.796394
Warrior;25000000;140.0;2011.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;51.915025
Michael Collins;28000000;132.0;1996.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8.314624
Stop-Loss;25000000;113.0;2008.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4.002579
Abandon;25000000;99.0;2002.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;3.888776
Brokedown Palace;25000000;100.0;1999.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;7.296459
The Possession;14000000;92.0;2012.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;21.680424
Mrs. Winterbourne;25000000;105.0;1996.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;7.946769
Straw Dogs;25000000;110.0;2011.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;7.473455
The Hoax;25000000;116.0;2006.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.073536
The Road;32000000;111.0;2009.0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;41.075532
Sheena;25000000;117.0;1984.0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;4.020194
Say It Isn't So;25000000;95.0;2001.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2.909346
The World's Fastest Indian;25000000;127.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8.450513
Tank Girl;25000000;98.0;1995.0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;8.186936
Blindness;25000000;121.0;2008.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;17.603823
BloodRayne;25000000;95.0;2005.0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;7.008216
Carnage;25000000;80.0;2011.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20.011435
Where the Truth Lies;25000000;107.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;4.051221
Without Limits;25000000;117.0;1998.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.849873
Me and Orson Welles;25000000;114.0;2009.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.593165
The Best Offer;13500000;124.0;2013.0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;30.058263
The Bad Lieutenant: Port of Call - New Orleans;25000000;122.0;2009.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17.339852
Little White Lies;25000000;154.0;2010.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15.279021
Space Dogs;25000000;85.0;2010.0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5.753564
The Counselor;25000000;117.0;2013.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;35.022029
Ironclad;25000000;121.0;2011.0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;12.31708
Waterloo;25000000;128.0;1970.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1.894749
Kung Fu Jungle;25000000;100.0;2014.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6.895866
Red Sky;25000000;100.0;2014.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.344158
Dangerous Liaisons;14000000;119.0;1988.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;14.480628
On the Road;25000000;137.0;2012.0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14.613152
Star Trek IV: The Voyage Home;24000000;119.0;1986.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;22.258428
Rocky Balboa;24000000;102.0;2006.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30.445257
Scream 2;24000000;120.0;1997.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;35.244037
Jane Got a Gun;25000000;98.0;2016.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;15.333575
Think Like a Man Too;24000000;105.0;2014.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15.237142
The Whole Nine Yards;41300000;98.0;2000.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.441135
Footloose;8200000;107.0;1984.0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;25.03414
Old School;24000000;91.0;2003.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.70166
The Fisher King;24000000;137.0;1991.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16.146572
I Still Know What You Did Last Summer;65000000;100.0;1998.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;20.793026
Return to Me;24000000;115.0;2000.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5.771479
Zack and Miri Make a Porno;24000000;102.0;2008.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.326466
Nurse Betty;24000000;108.0;2000.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.572339
The Men Who Stare at Goats;24000000;93.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20.69219
Girl, Interrupted;40000000;127.0;1999.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.713521
Win a Date with Tad Hamilton!;17000000;95.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7.701041
Muppets from Space;24000000;87.0;1999.0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;6.589193
The Wiz;24000000;134.0;1978.0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2.753313
Ready to Rumble;24000000;107.0;2000.0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.113009
Play It to the Bone;24000000;124.0;1999.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.566203
I Don't Know How She Does It;24000000;89.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8.630825
Piranha 3D;24000000;88.0;2010.0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;23.343839
Beyond the Sea;23000000;118.0;2004.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;6.138213
Meet the Deedles;24000000;93.0;1998.0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2.353441
The Thief and the Cobbler;28000000;72.0;1993.0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2.439184
Faster;24000000;98.0;2010.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;26.324874
Howl's Moving Castle;24000000;119.0;2004.0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;49.549984
Zombieland;23600000;88.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57.300674
The Waterboy;23000000;90.0;1998.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.839127
The Empire Strikes Back;18000000;124.0;1980.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;78.51783
Bad Boys;19000000;118.0;1995.0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;33.872182
The Naked Gun 2½: The Smell of Fear;23000000;85.0;1991.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.33256
Final Destination;23000000;98.0;2000.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;38.799596
The Ides of March;12500000;101.0;2011.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20.317469
Pitch Black;23000000;108.0;2000.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;18.493202
Someone Like You...;23000000;97.0;2001.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7.901891
Her;23000000;126.0;2013.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;53.682367
